ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
81,1,1,32,1313,1281
82,1,1,1998,1438,-560
83,1,1,344,1362,1018
84,1,1,191,1332,1141
85,0,0,43,0,-43
86,1,1,874,1294,420
87,1,1,383,1946,1563
88,1,1,259,1222,963
89,0,0,121,0,-121
90,1,1,494,1637,1143
91,1,0,44,0,-44
92,1,0,2,0,-2
93,0,0,6,0,-6
94,1,1,313,1241,928
95,0,0,30,0,-30
96,1,0,58,0,-58
97,0,0,56,0,-56
98,1,1,260,1611,1351
99,1,0,64,0,-64
100,0,0,101,0,-101
101,0,0,76,0,-76
102,0,0,18,0,-18
103,0,0,6,0,-6
104,0,0,66,0,-66
105,0,0,124,0,-124
106,1,0,50,0,-50
107,1,1,138,1246,1108
108,0,0,48,0,-48
109,0,0,17,0,-17
110,0,0,90,0,-90
111,0,0,9,0,-9
112,1,0,120,0,-120
113,1,1,1715,1311,-404
114,1,0,76,0,-76
115,1,1,180,2261,2081
116,1,0,30,0,-30
117,0,0,277,0,-277
118,1,1,177,1576,1399
119,1,1,136,1304,1168
120,0,0,236,0,-236
121,1,1,170,1716,1546
122,0,0,50,0,-50
123,1,1,610,1283,673
124,0,0,19,0,-19
125,1,1,788,6875,6087
126,1,0,31,0,-31
127,0,0,307,0,-307
128,1,1,420,1723,1303
129,0,0,3,0,-3
130,1,1,27,1725,1698
131,0,0,40,0,-40
132,0,0,22,0,-22
133,1,1,811,1242,431
134,1,1,423,1363,940
135,1,1,606,1469,863
136,0,0,5,0,-5
137,1,1,1326,1256,-70
138,1,0,52,0,-52
139,0,0,2,0,-2
140,1,0,27,0,-27
141,1,0,75,0,-75
142,0,0,36,0,-36
143,1,1,174,1862,1688
144,0,0,6,0,-6
145,1,1,421,2636,2215
146,1,1,697,1355,658
147,0,0,2,0,-2
148,0,0,22,0,-22
149,0,0,70,0,-70
150,1,0,39,0,-39
151,0,0,38,0,-38
152,1,0,20,0,-20
153,1,1,379,1278,899
154,0,0,47,0,-47
155,1,1,895,1524,629
156,0,0,64,0,-64
157,1,0,12,0,-12
158,0,0,80,0,-80
159,1,0,36,0,-36
160,0,0,61,0,-61
161,1,1,499,1293,794
162,0,0,5,0,-5
163,0,0,83,0,-83
164,1,1,285,1502,1217
165,0,0,49,0,-49
166,1,1,160,1527,1367
167,1,1,1173,1342,169
168,1,1,167,1361,1194
169,1,1,115,1224,1109
170,1,1,208,1960,1752
171,0,0,90,0,-90
172,1,0,75,0,-75
173,1,1,50,1504,1454
174,1,1,613,1416,803
175,1,1,1303,3440,2137
176,1,1,434,1694,1260
177,0,0,33,0,-33
178,1,1,392,1350,958
179,1,0,13,0,-13
180,0,0,86,0,-86
181,1,0,17,0,-17
182,0,0,80,0,-80
183,0,0,4,0,-4
184,0,0,45,0,-45
185,1,0,110,0,-110
186,0,0,20,0,-20
187,1,1,369,1401,1032
188,0,0,55,0,-55
189,0,0,70,0,-70
190,0,0,88,0,-88
191,0,0,116,0,-116
192,0,0,38,0,-38
193,0,0,12,0,-12
194,1,1,2707,1954,-753
195,0,0,103,0,-103
196,1,1,544,1332,788
197,0,0,21,0,-21
198,1,0,38,0,-38
199,1,0,71,0,-71
200,1,0,21,0,-21
201,1,0,14,0,-14
202,0,0,42,0,-42
203,1,0,12,0,-12
204,0,0,74,0,-74
205,1,0,2,0,-2
206,1,0,8,0,-8
207,1,1,271,1846,1575
208,0,0,10,0,-10
209,1,0,12,0,-12
210,1,1,673,1230,557
211,0,0,2,0,-2
212,0,0,2,0,-2
213,1,1,1259,1231,-28
214,0,0,1,0,-1
215,0,0,41,0,-41
216,1,1,1673,1447,-226
217,0,0,27,0,-27
218,1,0,168,0,-168
219,1,0,40,0,-40
220,1,1,603,1328,725
221,1,0,1,0,-1
222,1,1,128,1318,1190
223,1,0,26,0,-26
224,0,0,84,0,-84
225,1,0,62,0,-62
226,0,0,44,0,-44
227,0,0,12,0,-12
228,1,0,14,0,-14
229,1,0,32,0,-32
230,1,0,39,0,-39
231,1,0,7,0,-7
232,1,1,102,1209,1107
233,0,0,13,0,-13
234,0,0,8,0,-8
235,1,1,27,1737,1710
236,0,0,19,0,-19
237,0,0,9,0,-9
238,0,0,27,0,-27
239,0,0,17,0,-17
240,0,0,4,0,-4
241,0,0,69,0,-69
242,0,0,88,0,-88
243,0,0,13,0,-13
244,0,0,14,0,-14
245,0,0,38,0,-38
246,0,0,174,0,-174
247,1,1,63,1354,1291
248,0,0,7,0,-7
249,0,0,52,0,-52
250,1,0,12,0,-12
251,1,0,42,0,-42
252,1,1,214,3490,3276
253,1,0,0,0,0
254,1,0,23,0,-23
255,1,1,231,1603,1372
256,1,0,27,0,-27
257,0,0,24,0,-24
258,0,0,134,0,-134
259,1,0,22,0,-22
260,1,1,100,1644,1544
261,1,0,92,0,-92
262,0,0,115,0,-115
263,0,0,9,0,-9
264,1,1,242,1375,1133
265,0,0,124,0,-124
266,1,1,1480,2015,535
267,0,0,9,0,-9
268,0,0,54,0,-54
269,0,0,9,0,-9
270,1,0,60,0,-60
271,1,1,1038,1441,403
272,0,0,51,0,-51
273,1,1,114,2350,2236
274,0,0,67,0,-67
275,0,0,54,0,-54
276,1,0,106,0,-106
277,0,0,1,0,-1
278,0,0,3,0,-3
279,0,0,23,0,-23
280,1,1,18,1221,1203
281,1,1,226,1492,1266
282,1,1,321,1319,998
283,1,1,125,1260,1135
284,0,0,189,0,-189
285,1,1,122,1244,1122
286,1,1,448,1230,782
287,1,0,130,0,-130
288,1,1,157,1831,1674
289,1,1,313,1350,1037
290,1,0,85,0,-85
291,0,0,258,0,-258
292,1,0,25,0,-25
293,0,0,20,0,-20
294,1,1,123,1285,1162
295,0,0,6,0,-6
296,0,0,77,0,-77
297,1,0,63,0,-63
298,1,0,31,0,-31
299,1,1,1012,1548,536
300,0,0,177,0,-177
301,1,0,54,0,-54
302,0,0,9,0,-9
303,1,1,144,1354,1210
304,1,1,426,1306,880
305,1,0,10,0,-10
306,1,1,508,1553,1045
307,1,0,0,0,0
308,1,0,59,0,-59
309,1,1,346,1206,860
310,1,0,20,0,-20
311,1,1,345,2334,1989
312,0,0,146,0,-146
313,0,0,18,0,-18
314,0,0,27,0,-27
315,1,0,27,0,-27
316,0,0,33,0,-33
317,1,1,59,1949,1890
318,0,0,50,0,-50
319,0,0,78,0,-78
320,1,1,84,1544,1460
321,1,0,78,0,-78
322,1,0,10,0,-10
323,0,0,22,0,-22
324,1,0,84,0,-84
325,0,0,4,0,-4
326,0,0,46,0,-46
327,1,1,185,1309,1124
328,1,1,216,1360,1144
329,1,1,375,1239,864
330,0,0,22,0,-22
331,1,1,83,1543,1460
332,1,1,248,1638,1390
333,0,0,12,0,-12
334,1,0,49,0,-49
335,1,1,114,1255,1141
336,0,0,104,0,-104
337,1,0,28,0,-28
338,0,0,36,0,-36
339,1,0,9,0,-9
340,0,0,19,0,-19
341,1,1,242,2084,1842
342,1,1,176,1315,1139
343,0,0,12,0,-12
344,0,0,26,0,-26
345,1,1,563,1334,771
346,1,1,419,2050,1631
347,1,1,64,1361,1297
348,1,1,412,1933,1521
349,1,0,96,0,-96
350,1,0,7,0,-7
351,1,0,87,0,-87
352,1,0,7,0,-7
353,0,0,0,0,0
354,0,0,81,0,-81
355,1,1,183,2501,2318
356,0,0,4,0,-4
357,1,0,8,0,-8
358,1,0,67,0,-67
359,1,1,388,1258,870
360,1,0,43,0,-43
361,1,1,613,1202,589
362,0,0,134,0,-134
363,1,0,114,0,-114
364,1,0,11,0,-11
365,0,0,79,0,-79
366,1,0,95,0,-95
367,1,1,298,1224,926
368,0,0,21,0,-21
369,1,1,570,1349,779
370,0,0,99,0,-99
371,1,1,158,1281,1123
372,0,0,65,0,-65
373,0,0,49,0,-49
374,1,1,77,1544,1467
375,0,0,93,0,-93
376,1,0,43,0,-43
377,1,0,40,0,-40
378,1,0,33,0,-33
379,0,0,32,0,-32
380,0,0,53,0,-53
381,1,1,558,1736,1178
382,1,0,7,0,-7
383,1,1,970,1440,470
384,1,1,787,1226,439
385,1,0,37,0,-37
386,1,0,11,0,-11
387,0,0,62,0,-62
388,1,0,57,0,-57
389,1,1,92,1623,1531
390,1,1,349,1542,1193
391,1,1,286,1286,1000
392,0,0,4,0,-4
393,1,1,445,2047,1602
394,1,1,725,1853,1128
395,1,0,25,0,-25
396,0,0,38,0,-38
397,1,0,33,0,-33
398,1,1,125,1322,1197
399,1,1,1129,1351,222
400,0,0,3,0,-3
401,0,0,10,0,-10
402,1,0,54,0,-54
403,1,1,543,1217,674
404,1,1,135,1607,1472
405,1,0,85,0,-85
406,1,1,319,1259,940
407,1,1,459,1794,1335
408,1,1,102,1278,1176
409,1,0,72,0,-72
410,0,0,77,0,-77
411,0,0,17,0,-17
412,0,0,51,0,-51
413,1,0,7,0,-7
414,1,1,647,1349,702
415,1,0,77,0,-77
416,1,0,4,0,-4
417,1,1,1248,1223,-25
418,1,0,6,0,-6
419,1,1,297,1273,976
420,1,1,1093,1358,265
421,1,0,10,0,-10
422,1,0,40,0,-40
423,0,0,31,0,-31
424,1,1,514,1927,1413
425,1,0,42,0,-42
426,0,0,1,0,-1
427,0,0,135,0,-135
428,1,1,138,1311,1173
429,1,1,194,1278,1084
430,0,0,33,0,-33
431,1,1,341,3039,2698
432,1,1,115,1220,1105
433,0,0,15,0,-15
434,0,0,57,0,-57
435,0,0,81,0,-81
436,1,1,1022,1258,236
437,1,0,40,0,-40
438,0,0,94,0,-94
439,1,0,72,0,-72
440,1,1,129,1239,1110
441,0,0,29,0,-29
442,0,0,60,0,-60
443,0,0,18,0,-18
444,1,0,63,0,-63
445,1,0,1,0,-1
446,1,1,1380,1231,-149
447,1,0,109,0,-109
448,1,1,1138,2077,939
449,1,1,215,1367,1152
450,1,1,102,2825,2723
451,1,0,34,0,-34
452,1,1,488,1293,805
453,1,1,586,1295,709
454,0,0,39,0,-39
455,0,0,17,0,-17
456,1,0,15,0,-15
457,1,0,38,0,-38
458,1,0,1,0,-1
459,0,0,147,0,-147
460,0,0,108,0,-108
461,1,0,96,0,-96
462,0,0,10,0,-10
463,1,0,40,0,-40
464,0,0,25,0,-25
465,0,0,17,0,-17
466,1,0,70,0,-70
467,1,1,374,1677,1303
468,1,0,16,0,-16
469,0,0,63,0,-63
470,1,0,50,0,-50
471,1,0,4,0,-4
472,0,0,42,0,-42
473,1,1,286,2988,2702
474,1,0,0,0,0
475,1,1,171,1315,1144
476,1,0,244,0,-244
477,1,1,147,1229,1082
478,1,1,64,1661,1597
479,0,0,117,0,-117
480,1,1,542,1254,712
481,0,0,39,0,-39
482,1,1,268,1475,1207
483,0,0,20,0,-20
484,0,0,64,0,-64
485,0,0,22,0,-22
486,1,1,170,1400,1230
487,0,0,27,0,-27
488,0,0,1,0,-1
489,1,0,72,0,-72
490,1,0,4,0,-4
491,1,1,630,1333,703
492,1,1,649,1657,1008
493,0,0,104,0,-104
494,1,1,468,1784,1316
495,1,1,754,1553,799
496,1,0,48,0,-48
497,0,0,6,0,-6
498,1,1,236,1262,1026
499,1,1,51,1391,1340
500,1,0,156,0,-156
501,1,0,15,0,-15
502,1,1,141,1379,1238
503,1,1,557,2276,1719
504,1,0,19,0,-19
505,1,1,2779,1491,-1288
506,0,0,101,0,-101
507,1,0,14,0,-14
508,1,0,6,0,-6
509,1,0,163,0,-163
510,1,0,8,0,-8
511,1,1,461,1370,909
512,1,1,244,1246,1002
513,0,0,78,0,-78
514,0,0,29,0,-29
515,0,0,4,0,-4
516,1,1,818,1249,431
517,1,1,407,1215,808
518,1,1,380,1956,1576
519,0,0,97,0,-97
520,1,1,346,1202,856
521,1,0,0,0,0
522,1,1,1685,2338,653
523,1,1,140,1422,1282
524,0,0,16,0,-16
525,1,0,69,0,-69
526,0,0,10,0,-10
527,0,0,2,0,-2
528,1,1,1113,1679,566
529,1,0,10,0,-10
530,1,1,1083,2116,1033
531,1,1,47,2617,2570
532,1,1,133,1325,1192
533,1,1,287,1260,973
534,0,0,40,0,-40
535,1,0,66,0,-66
536,1,1,354,1340,986
537,1,0,11,0,-11
538,1,1,774,1227,453
539,1,0,16,0,-16
540,1,1,1418,1707,289
541,0,0,77,0,-77
542,0,0,144,0,-144
543,1,0,3,0,-3
544,0,0,48,0,-48
545,1,0,17,0,-17
546,0,0,40,0,-40
547,1,0,39,0,-39
548,1,1,8,1839,1831
549,0,0,18,0,-18
550,1,0,3,0,-3
551,1,0,10,0,-10
552,0,0,50,0,-50
553,0,0,22,0,-22
554,1,1,694,1214,520
555,1,0,39,0,-39
556,1,0,22,0,-22
557,0,0,5,0,-5
558,1,1,691,1284,593
559,0,0,3,0,-3
560,1,1,702,1817,1115
561,0,0,9,0,-9
562,1,0,9,0,-9
563,1,1,148,1831,1683
564,0,0,30,0,-30
565,0,0,164,0,-164
566,0,0,8,0,-8
567,1,1,251,1323,1072
568,0,0,0,0,0
569,0,0,13,0,-13
570,0,0,12,0,-12
571,0,0,53,0,-53
572,1,1,2694,2090,-604
573,0,0,55,0,-55
574,1,1,415,1370,955
575,0,0,19,0,-19
576,0,0,86,0,-86
577,0,0,18,0,-18
578,1,0,24,0,-24
579,1,0,180,0,-180
580,1,1,1016,1238,222
581,1,1,664,1257,593
582,1,0,48,0,-48
583,1,1,281,1362,1081
584,1,1,911,1698,787
585,1,1,738,2804,2066
586,1,0,183,0,-183
587,0,0,84,0,-84
588,1,1,85,1252,1167
589,1,0,197,0,-197
590,1,0,82,0,-82
591,0,0,87,0,-87
592,0,0,115,0,-115
593,1,1,536,1608,1072
594,0,0,7,0,-7
595,0,0,43,0,-43
596,0,0,66,0,-66
597,0,0,16,0,-16
598,1,1,55,2063,2008
599,0,0,34,0,-34
600,1,1,69,1398,1329
601,0,0,5,0,-5
602,1,0,29,0,-29
603,1,1,780,1895,1115
604,0,0,118,0,-118
605,1,1,655,1268,613
606,1,1,511,1237,726
607,0,0,231,0,-231
608,0,0,63,0,-63
609,1,0,26,0,-26
610,1,1,181,1372,1191
611,1,1,95,1407,1312
612,0,0,43,0,-43
613,1,0,2,0,-2
614,0,0,57,0,-57
615,0,0,88,0,-88
616,1,1,1125,1401,276
617,1,0,27,0,-27
618,0,0,46,0,-46
619,1,0,103,0,-103
620,0,0,12,0,-12
621,0,0,114,0,-114
622,0,0,143,0,-143
623,1,0,13,0,-13
624,1,0,31,0,-31
625,1,1,224,1218,994
626,0,0,18,0,-18
627,1,0,85,0,-85
628,1,0,168,0,-168
629,1,1,1153,1853,700
630,1,1,199,1445,1246
631,0,0,85,0,-85
632,0,0,216,0,-216
633,0,0,28,0,-28
634,0,0,24,0,-24
635,0,0,16,0,-16
636,1,1,447,1374,927
637,0,0,37,0,-37
638,1,0,11,0,-11
639,1,1,524,1213,689
640,1,0,121,0,-121
641,0,0,29,0,-29
642,1,0,166,0,-166
643,0,0,56,0,-56
644,1,0,83,0,-83
645,0,0,38,0,-38
646,0,0,1,0,-1
647,0,0,35,0,-35
648,0,0,34,0,-34
649,0,0,55,0,-55
650,1,1,143,1359,1216
651,1,1,1540,1523,-17
652,0,0,35,0,-35
653,1,0,33,0,-33
654,1,0,13,0,-13
655,0,0,40,0,-40
656,0,0,5,0,-5
657,1,0,41,0,-41
658,0,0,7,0,-7
659,1,0,50,0,-50
660,1,1,729,1306,577
661,1,1,277,1777,1500
662,1,0,12,0,-12
663,0,0,58,0,-58
664,0,0,18,0,-18
665,1,1,433,1268,835
666,1,1,240,1319,1079
667,1,1,244,1420,1176
668,0,0,14,0,-14
669,0,0,4,0,-4
670,1,1,587,1423,836
671,1,1,471,1293,822
672,1,0,44,0,-44
673,1,0,10,0,-10
674,0,0,29,0,-29
675,0,0,19,0,-19
676,1,0,21,0,-21
677,1,0,6,0,-6
678,1,1,464,1283,819
679,1,1,1812,1388,-424
680,1,0,18,0,-18
681,1,0,13,0,-13
682,0,0,53,0,-53
683,1,1,155,1299,1144
684,1,1,433,1459,1026
685,1,0,17,0,-17
686,1,0,0,0,0
687,1,1,853,1375,522
688,0,0,55,0,-55
689,0,0,118,0,-118
690,1,0,16,0,-16
691,1,1,241,1661,1420
692,0,0,39,0,-39
693,1,1,876,1222,346
694,0,0,96,0,-96
695,0,0,80,0,-80
696,0,0,41,0,-41
697,1,0,101,0,-101
698,1,0,7,0,-7
699,1,0,5,0,-5
700,1,0,116,0,-116
701,0,0,226,0,-226
702,0,0,39,0,-39
703,0,0,90,0,-90
704,0,0,27,0,-27
705,1,1,274,1473,1199
706,0,0,19,0,-19
707,1,0,12,0,-12
708,0,0,44,0,-44
709,1,1,903,1214,311
710,0,0,56,0,-56
711,0,0,99,0,-99
712,0,0,46,0,-46
713,1,0,65,0,-65
714,1,0,33,0,-33
715,0,0,11,0,-11
716,1,0,88,0,-88
717,1,0,61,0,-61
718,1,1,146,1998,1852
719,1,0,79,0,-79
720,1,1,281,1449,1168
721,1,0,46,0,-46
722,0,0,1,0,-1
723,0,0,30,0,-30
724,1,0,9,0,-9
725,1,1,42,1519,1477
726,0,0,21,0,-21
727,1,0,37,0,-37
728,0,0,195,0,-195
729,1,0,101,0,-101
730,1,0,13,0,-13
731,1,0,8,0,-8
732,1,0,52,0,-52
733,0,0,1,0,-1
734,1,0,128,0,-128
735,1,1,2393,1251,-1142
736,0,0,3,0,-3
737,1,1,138,1227,1089
738,1,1,600,1500,900
739,1,1,140,1644,1504
740,1,0,19,0,-19
741,1,1,565,1201,636
742,0,0,31,0,-31
743,0,0,155,0,-155
744,1,1,1747,1361,-386
745,1,1,206,1488,1282
746,1,1,224,1889,1665
747,0,0,18,0,-18
748,1,1,63,1244,1181
749,1,1,588,1267,679
750,0,0,21,0,-21
751,0,0,68,0,-68
752,0,0,64,0,-64
753,1,0,94,0,-94
754,1,1,1346,1275,-71
755,0,0,47,0,-47
756,1,1,47,1801,1754
757,1,0,80,0,-80
758,0,0,18,0,-18
759,1,0,97,0,-97
760,1,1,354,1325,971
761,0,0,72,0,-72
762,1,1,786,1247,461
763,1,0,51,0,-51
764,1,0,67,0,-67
765,1,0,82,0,-82
766,1,0,41,0,-41
767,1,1,145,1582,1437
768,1,1,1041,1734,693
769,1,1,74,2190,2116
770,1,1,408,1406,998
771,1,1,753,1725,972
772,1,0,28,0,-28
773,1,1,315,1216,901
774,1,0,14,0,-14
775,1,0,1,0,-1
776,1,1,793,1280,487
777,1,1,897,1462,565
778,1,1,440,2142,1702
779,1,0,19,0,-19
780,1,1,345,1560,1215
781,1,1,2507,1248,-1259
782,1,0,17,0,-17
783,0,0,25,0,-25
784,1,1,665,1543,878
785,1,0,37,0,-37
786,1,1,202,1475,1273
787,1,1,38,1420,1382
788,0,0,92,0,-92
789,0,0,82,0,-82
790,0,0,5,0,-5
791,0,0,42,0,-42
792,1,1,307,1539,1232
793,1,1,279,1599,1320
794,0,0,48,0,-48
795,1,1,1000,1374,374
796,0,0,8,0,-8
797,0,0,11,0,-11
798,1,1,64,1293,1229
799,1,1,962,1607,645
800,1,0,30,0,-30
801,1,1,596,1212,616
802,0,0,61,0,-61
803,1,1,110,1837,1727
804,1,0,12,0,-12
805,0,0,17,0,-17
806,1,1,614,2179,1565
807,1,0,84,0,-84
808,1,0,32,0,-32
809,1,0,34,0,-34
810,1,0,84,0,-84
811,1,0,121,0,-121
812,1,1,38,2145,2107
813,1,1,33,3339,3306
814,1,1,1558,1872,314
815,1,0,72,0,-72
816,1,0,87,0,-87
817,0,0,70,0,-70
818,1,0,58,0,-58
819,1,0,75,0,-75
820,0,0,82,0,-82
821,1,0,23,0,-23
822,1,1,70,1620,1550
823,1,0,73,0,-73
824,1,0,29,0,-29
825,1,0,9,0,-9
826,1,0,127,0,-127
827,0,0,6,0,-6
828,0,0,17,0,-17
829,0,0,27,0,-27
830,1,1,109,1319,1210
831,1,0,2,0,-2
832,0,0,47,0,-47
833,1,0,25,0,-25
834,1,1,402,1216,814
835,1,1,560,1356,796
836,1,1,426,1473,1047
837,0,0,137,0,-137
838,0,0,62,0,-62
839,0,0,16,0,-16
840,0,0,13,0,-13
841,1,0,6,0,-6
842,0,0,50,0,-50
843,1,0,13,0,-13
844,1,1,373,1229,856
845,1,1,2304,1313,-991
846,0,0,19,0,-19
847,0,0,19,0,-19
848,1,0,73,0,-73
849,0,0,23,0,-23
850,1,0,27,0,-27
851,0,0,8,0,-8
852,0,0,103,0,-103
853,1,0,35,0,-35
854,1,0,35,0,-35
855,0,0,16,0,-16
856,0,0,18,0,-18
857,1,1,83,1208,1125
858,0,0,65,0,-65
859,0,0,13,0,-13
860,1,1,1643,1833,190
861,1,1,865,1218,353
862,0,0,26,0,-26
863,0,0,12,0,-12
864,0,0,75,0,-75
865,0,0,24,0,-24
866,1,1,777,1472,695
867,1,0,86,0,-86
868,0,0,59,0,-59
869,0,0,29,0,-29
870,1,1,495,1615,1120
871,1,1,177,2064,1887
872,0,0,40,0,-40
873,1,1,333,1366,1033
874,0,0,17,0,-17
875,0,0,2,0,-2
876,0,0,25,0,-25
877,0,0,153,0,-153
878,0,0,61,0,-61
879,1,1,239,1778,1539
880,1,0,38,0,-38
881,1,1,2101,1245,-856
882,1,0,25,0,-25
883,1,1,334,1712,1378
884,1,0,12,0,-12
885,0,0,10,0,-10
886,1,1,1574,1326,-248
887,1,1,124,1258,1134
888,0,0,29,0,-29
889,0,0,9,0,-9
890,1,0,39,0,-39
891,0,0,21,0,-21
892,0,0,125,0,-125
893,1,1,1777,1295,-482
894,0,0,6,0,-6
895,0,0,20,0,-20
896,1,0,127,0,-127
897,0,0,22,0,-22
898,1,1,232,1349,1117
899,0,0,6,0,-6
900,1,1,729,1409,680
901,0,0,14,0,-14
902,1,1,2529,1319,-1210
903,1,0,66,0,-66
904,0,0,11,0,-11
905,0,0,20,0,-20
906,1,0,103,0,-103
907,1,0,38,0,-38
908,1,0,19,0,-19
909,0,0,8,0,-8
910,1,1,580,3899,3319
911,1,1,546,1781,1235
912,1,0,50,0,-50
913,0,0,74,0,-74
914,1,0,15,0,-15
915,1,0,72,0,-72
916,0,0,42,0,-42
917,1,0,37,0,-37
918,0,0,121,0,-121
919,0,0,19,0,-19
920,0,0,37,0,-37
921,0,0,11,0,-11
922,1,0,11,0,-11
923,1,1,571,1478,907
924,0,0,37,0,-37
925,0,0,7,0,-7
926,1,1,383,1651,1268
927,1,1,2535,1363,-1172
928,1,1,618,1342,724
929,0,0,81,0,-81
930,1,1,148,1248,1100
931,1,1,422,2105,1683
932,1,0,24,0,-24
933,1,0,24,0,-24
934,1,1,218,2643,2425
935,1,0,36,0,-36
936,1,1,509,1429,920
937,1,0,17,0,-17
938,1,0,2,0,-2
939,1,0,179,0,-179
940,1,1,427,1234,807
941,1,0,24,0,-24
942,1,1,160,1941,1781
943,0,0,242,0,-242
944,1,0,2,0,-2
945,0,0,32,0,-32
946,0,0,19,0,-19
947,1,1,513,2045,1532
948,0,0,22,0,-22
949,1,0,34,0,-34
950,0,0,122,0,-122
951,1,1,2077,1605,-472
952,0,0,22,0,-22
953,1,0,24,0,-24
954,0,0,57,0,-57
955,0,0,8,0,-8
956,1,1,555,1359,804
957,0,0,28,0,-28
958,1,1,156,1290,1134
959,1,0,1,0,-1
960,1,1,1753,1609,-144
961,1,1,391,1253,862
962,0,0,71,0,-71
963,1,0,58,0,-58
964,0,0,73,0,-73
965,0,0,11,0,-11
966,1,0,26,0,-26
967,0,0,46,0,-46
968,1,1,546,1707,1161
969,0,0,126,0,-126
970,1,0,11,0,-11
971,1,1,720,2752,2032
972,0,0,35,0,-35
973,1,1,70,1209,1139
974,0,0,3,0,-3
975,0,0,22,0,-22
976,0,0,95,0,-95
977,0,0,27,0,-27
978,1,0,27,0,-27
979,0,0,101,0,-101
980,0,0,78,0,-78
981,1,1,1495,1951,456
982,1,1,422,1271,849
983,1,1,128,1671,1543
984,1,0,7,0,-7
985,1,1,194,1381,1187
986,0,0,20,0,-20
987,0,0,10,0,-10
988,0,0,0,0,0
989,0,0,37,0,-37
990,0,0,19,0,-19
991,1,0,19,0,-19
992,1,0,140,0,-140
993,0,0,25,0,-25
994,1,0,5,0,-5
995,1,0,38,0,-38
996,1,0,25,0,-25
997,0,0,67,0,-67
998,0,0,66,0,-66
999,1,0,37,0,-37
1000,1,1,261,1278,1017
1001,1,1,1560,1708,148
1002,1,1,2581,1414,-1167
1003,0,0,47,0,-47
1004,0,0,1,0,-1
1005,0,0,16,0,-16
1006,0,0,44,0,-44
1007,1,0,23,0,-23
1008,0,0,27,0,-27
1009,0,0,14,0,-14
1010,1,1,1430,2016,586
1011,0,0,1,0,-1
1012,0,0,94,0,-94
1013,1,1,445,1434,989
1014,1,1,213,1315,1102
1015,1,0,81,0,-81
1016,1,1,1119,1375,256
1017,1,0,18,0,-18
1018,1,1,113,1571,1458
1019,1,0,70,0,-70
1020,0,0,1,0,-1
1021,1,1,134,1259,1125
1022,0,0,36,0,-36
1023,0,0,0,0,0
1024,0,0,16,0,-16
1025,1,1,985,1451,466
1026,1,0,0,0,0
1027,1,0,142,0,-142
1028,0,0,49,0,-49
1029,0,0,5,0,-5
1030,1,0,59,0,-59
1031,0,0,79,0,-79
1032,0,0,39,0,-39
1033,0,0,122,0,-122
1034,0,0,21,0,-21
1035,0,0,57,0,-57
1036,1,1,210,1329,1119
1037,1,0,9,0,-9
1038,0,0,77,0,-77
1039,1,1,66,1758,1692
1040,0,0,32,0,-32
1041,0,0,26,0,-26
1042,0,0,0,0,0
1043,0,0,33,0,-33
1044,0,0,59,0,-59
1045,1,0,138,0,-138
1046,1,0,34,0,-34
1047,1,1,264,1338,1074
